url_length,special_character_count,dns_response_time,handshake_time,data_time,data_length,scripts_count,iframe_count,external_link_count,total_strings_count,average_string_length,max_len_strings,strings_above_avglength,having_ip_address,http_status_code,redirect_False,redirect_True,protocol_http,protocol_https,server_name_ATS,server_name_ATS/7.1.2,server_name_AmazonS3,server_name_Apache,server_name_Apache-Coyote/1.1,server_name_Apache/2,server_name_Apache/2.2.15 (CentOS),server_name_Apache/2.2.15 (Red Hat),server_name_Apache/2.2.22 (Debian),server_name_Apache/2.2.22 (Ubuntu),server_name_Apache/2.2.3 (CentOS),server_name_Apache/2.2.34 (Amazon),server_name_Apache/2.2.34 (Unix) mod_ssl/2.2.34 OpenSSL/1.0.2o PHP/5.3.22,server_name_Apache/2.4,server_name_Apache/2.4.10 (Debian),server_name_Apache/2.4.10 (Unix) OpenSSL/1.0.1e-fips mod_bwlimited/1.4,server_name_Apache/2.4.18 (Ubuntu),server_name_Apache/2.4.39,server_name_Apache/2.4.39 (Unix),server_name_Apache/2.4.39 (cPanel) OpenSSL/1.0.2r mod_bwlimited/1.4,server_name_Apache/2.4.7 (Ubuntu),server_name_CloudFront,server_name_Cowboy,server_name_GSE,server_name_Google Frontend,server_name_Jetty(9.0.z-SNAPSHOT),server_name_LiteSpeed,server_name_Microsoft-IIS/10.0,server_name_Microsoft-IIS/6.0,server_name_Microsoft-IIS/7.0,server_name_Microsoft-IIS/7.5,server_name_Microsoft-IIS/8.0,server_name_Microsoft-IIS/8.5,server_name_NginX,server_name_Pizza/pepperoni,server_name_Server,server_name_Squeegit/1.2.5 (3_sir),server_name_YouTube Frontend Proxy,server_name_cloudflare,server_name_mw1241.eqiad.wmnet,server_name_mw1243.eqiad.wmnet,server_name_mw1246.eqiad.wmnet,server_name_mw1250.eqiad.wmnet,server_name_mw1261.eqiad.wmnet,server_name_mw1264.eqiad.wmnet,server_name_mw1267.eqiad.wmnet,server_name_mw1271.eqiad.wmnet,server_name_mw1320.eqiad.wmnet,server_name_mw1321.eqiad.wmnet,server_name_mw1322.eqiad.wmnet,server_name_mw1324.eqiad.wmnet,server_name_mw1327.eqiad.wmnet,server_name_mw1330.eqiad.wmnet,server_name_mw1331.eqiad.wmnet,server_name_mw1332.eqiad.wmnet,server_name_nginx,server_name_nginx-rc,server_name_nginx/1.0.15,server_name_nginx/1.10.2,server_name_nginx/1.10.3 (Ubuntu),server_name_nginx/1.11.3,server_name_nginx/1.12.1,server_name_nginx/1.12.2,server_name_nginx/1.14.0,server_name_nginx/1.14.0 (Ubuntu),server_name_nginx/1.14.1,server_name_nginx/1.14.2,server_name_nginx/1.15.6,server_name_nginx/1.4.6 (Ubuntu),server_name_openresty,server_name_server_name_nan,server_name_server_name_single,server_name_tsa_k,label,url_name
61,5,0.31542778,293.6794758,44.10433769,26014.0,4.0,0.0,18.0,291.0,13.45704467,53.0,118.0,0,200.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,en.wikipedia.org/wiki/Category:Films_directed_by_Friz_Freleng
554,9,0.9005069729999999,1302.563667,6.124019623,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bad,fortunatogroupservice.com/includes/https:/atendimento/chamada.php?=NG7KVEAME76CWODZWWCPPYG6BZ60A53YK9JFMT3218EXVRXSO0HE9YJJXOS8SU7D4PTQJVRK46HYXEQMO91W8JG699D24JF799WR5OB8US7S8XEW6ETDX0I7IV8MEMSMVPD1EP99IE1QBFMHTGURPCX995UMRN0NCNNQCVZVA1LMF849OY1DBXMJ3G7U4FHG458G17BA8WXM52VSZV7BTSVV02PCH7TKB11C7CNE9K1CLW5LRAWK4RGCT7PADIVOIW1P9O4H94TU1YFS0CDC4TPXZE9CW42E1340Q7QZAKTBI94SKG6O0UL00TL6XNKYPO9GVYF6J0G3IKU41ZR0UDI48506ST5IHCYCAEIUNZW6JQ9JQ1TKECOLHXQ0RVS08QLI65CT59ZNY98O920MDY9UWZ5NUWW2NIJTNVMR5LF3TNR3O2P3ZXXWX2JRYGTMZDFN03FDNVFHJ8K890A988560OX96QU65ATDC9Q
58,5,182.110548,547.7352142000001,334.2630863,43829.0,13.0,0.0,19.0,8914.0,10.75140229,5491.0,2423.0,0,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,acronyms.thefreedictionary.com/Yorkshire+Electricity+Board
55,6,293.9372063,1786.699057,0.157117844,10700.0,1.0,0.0,63.0,6.0,18.33333333,73.0,1.0,0,200.0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,billburmaster.com/rmsandw/illinois/us/us24fultonil.html
43,6,1.3480186459999999,0.0,0.0,0.0,0.0,0.0,0.0,11272.0,38.861160399999996,28183.0,2041.0,0,403.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,allmusic.com/explore/style/garage-rock-d411
56,9,392.1861649,0.0,0.0,0.0,66.0,0.0,77.0,17388.0,33.19795261,46883.0,2828.0,0,404.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,edstetzer.com/2010/12/guest-post-from-philip-nation.html
28,3,1.18803978,0.0,0.0,0.0,12.0,0.0,31.0,2059.0,29.78436134,6454.0,410.0,0,404.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,cardiffontheweb.com/whatson/
41,7,1.359224319,1156.2173369999998,2.304792404,312.0,0.0,0.0,0.0,4130.0,21.37772397,6454.0,780.0,0,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,bad,sasdt.co.za/wp-content/plugins/filewords/
21,3,29.340505600000004,1046.187639,0.109910965,12143.0,2.0,2.0,6.0,1557.0,89.13487476,22331.0,238.0,0,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,good,afropoets.net/ai.html
37,4,39.34812546,0.0,0.0,0.0,0.0,0.0,86.0,0.0,0.0,0.0,0.0,0,403.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,larosasmvp.com/mvps/index_2006_07.htm
16,2,66.22982025,1277.9796119999999,0.177621841,8472.0,9.0,2.0,5.0,6495.0,16.51993841,8176.0,1650.0,0,200.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,good,elfyourself.com/
43,9,1264.386415,6669.992208,557.7301978999999,476133.0,39.0,1.0,32.0,27818.0,17.42972176,15928.0,6720.0,0,200.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,gw4.geneanet.org/monartque?lang=en&m=AM&v=6
105,13,425.1291752,2979.7561170000004,80.51991463,117610.0,30.0,0.0,42.0,16425.0,33.51378995,28934.0,3172.0,0,200.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,dailypress.com/topic/us/virginia/fairfax-county/fairfax-%28fairfax-virginia%29-PLGEO100101138020000.topic
79,10,254.62460519999996,35374.34268,80.22022247,169004.0,48.0,0.0,26.0,32505.0,29.84565451,28899.0,6294.0,0,200.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,video.barnesandnoble.com/DVD/The-Watermelon-Man/Godfrey-Cambridge/e/43396050532
67,12,59.89313126,1590.6231400000001,210.46924590000003,98304.0,16.0,2.0,38.0,6077.0,10.52229719,3245.0,1577.0,0,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,jyoyu.blogspot.com/2009/05/nagase-tomoya-and-aibu-saki-on-date.html
61,10,24.22738075,0.0,0.0,0.0,3.0,0.0,3.0,31592.0,16.93071031,7558.0,10496.0,0,503.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,amazon.co.uk/Frank-Skinner-Road-Stand-up-Comedy/dp/1844131904
107,21,42.31142998,1243.354797,34.3401432,90848.0,39.0,1.0,35.0,24135.0,30.42742904,33117.0,5257.0,0,200.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,bringonthecats.com/2011/10/26/2517065/sen-manchin-d-wv-is-having-a-press-conference-6-pm-est-to-talk-wvu-to
79,11,1.180171967,5004.206419,627.6080607999999,147055.0,41.0,1.0,84.0,19171.0,18.83375932,23996.0,4731.0,0,200.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,sydneyarchives.info/index.php?option=com_content&view=article&id=163&Itemid=152
47,4,1.055002213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,404.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,bad,cweventproductions.com/56AVX8tUZYw/gLxTM1zY.php
22,3,0.9372234340000001,3311.954737,835.6182575,63110.0,16.0,1.0,27.0,15388.0,13.71419288,8176.0,4055.0,0,200.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,mylife.com/c-559660208
108,11,1266.2212849999999,5453.724623,539.41679,140035.0,13.0,1.0,168.0,13046.0,45.605856200000005,27956.0,2389.0,0,200.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,huggies.com.au/forum/forum/39-keeping-fit-healthy-during-pregnancy/page__s__bef1f67a843a8b648239e6bd9ee69c4a
38,4,1.175880432,0.0,0.0,0.0,18.0,1.0,13.0,13884.0,49.1792711,88347.0,1929.0,0,404.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,housingwire.com/tag/novastar-financial
27,4,1.1260509490000001,8620.697021,737.8525734,28071.0,23.0,0.0,16.0,2043.0,24.10181106,1075.0,434.0,0,200.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,butlercounty.ky.gov/Cities/
40,6,433.945179,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,503.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,ezinemark.com/a/ohno-satoshi-girlfriend/
41,4,1.070261002,0.0,0.0,0.0,2.0,0.0,1.0,83.0,22.55421687,201.0,23.0,0,404.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,linkedin.com/skills/skill/Film_Production
37,4,1.163244247,301.1476994,99.27511215,68156.0,6.0,0.0,23.0,304.0,15.08223684,91.0,128.0,0,200.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,en.wikipedia.org/wiki/Massimo_Pacetti
48,6,293.1208611,1122.7669720000001,271.12555499999996,145117.0,48.0,1.0,17.0,7667.0,47.49184818,28934.0,1594.0,0,200.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,good,minnesota.hometownlocator.com/mn/cass/poplar.cfm
21,4,184.45777890000002,1857.0551870000002,0.10275840800000001,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,200.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,bad,skala-club.vn.ua/logs
29,3,312.1318817,0.0,0.0,0.0,2.0,0.0,1.0,545.0,16.16330275,2375.0,123.0,0,404.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,singaporeaircharter.com/jets/
87,11,245.0122833,5351.690769,395.3781128,166963.0,20.0,0.0,132.0,10725.0,37.615571100000004,16135.0,1769.0,0,200.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,randomhouse.com/book/110265/changelings-by-anne-mccaffrey-and-elizabeth-ann-scarborough
49,6,311.81669239999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,503.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,ziplocal.ca/companies/2139483-CPAM-Radio-Unioncom
36,5,77.13222504,0.0,0.0,0.0,36.0,0.0,25.0,24339.0,29.28456387,49622.0,3396.0,0,404.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,good,ktxs.com/sports/26599504/detail.html
40,3,1.098632813,892.4145699,3.2646656039999997,11377.0,6.0,0.0,7.0,1949.0,72.83889174,22331.0,343.0,0,200.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,good,listofairlinesintheworld.com/Air+Transat
